Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade,Exam_Performance,Sleep_Category,Cluster,Exam_Performance_Category
S05264,18,Female,18,Kinesthetic,8,No,63,48,51,Yes,Medium,21,10,D,Rendah,Lebih,1,Rendah
S05265,19,Male,35,Visual,1,No,59,95,64,Yes,Medium,26,6,A,Sangat Baik,Ideal,2,Sangat Baik
S05266,25,Male,8,Kinesthetic,6,Yes,94,81,63,No,High,16,5,B,Baik,Cukup,1,Baik
S05267,19,Male,13,Kinesthetic,2,No,93,70,63,Yes,Low,24,6,B,Sedang,Ideal,1,Baik
S05268,26,Female,24,Visual,16,No,76,62,77,Yes,High,1,8,C,Sedang,Lebih,0,Sedang
S05269,21,Female,45,Auditory,18,Yes,81,89,81,No,Low,13,6,A,Sangat Baik,Ideal,2,Sangat Baik
S05270,22,Other,8,Reading/Writing,13,No,99,88,59,Yes,High,7,8,A,Sangat Baik,Lebih,1,Sangat Baik
S05271,18,Other,47,Kinesthetic,7,Yes,55,62,58,Yes,Medium,30,7,C,Sedang,Ideal,2,Sedang
S05272,19,Female,10,Auditory,8,Yes,95,58,70,Yes,Low,12,5,C,Sedang,Cukup,1,Sedang
S05273,29,Male,18,Reading/Writing,19,Yes,53,99,95,No,Medium,30,10,A,Sangat Baik,Lebih,0,Sangat Baik
S05274,25,Female,32,Auditory,16,Yes,64,94,59,Yes,High,28,9,A,Sangat Baik,Lebih,0,Sangat Baik
S05275,29,Female,24,Kinesthetic,3,Yes,99,71,98,Yes,Medium,21,10,B,Baik,Lebih,0,Baik
S05276,18,Female,5,Visual,1,Yes,57,63,98,Yes,Low,5,9,C,Sedang,Lebih,1,Sedang
S05277,24,Male,7,Kinesthetic,15,No,76,62,99,Yes,Medium,12,8,C,Sedang,Lebih,1,Sedang
S05278,23,Female,35,Reading/Writing,14,Yes,72,45,81,No,Medium,15,5,D,Rendah,Cukup,2,Rendah
S05279,18,Male,11,Auditory,13,Yes,72,64,66,Yes,Low,29,4,C,Sedang,Cukup,1,Sedang
S05280,29,Female,20,Visual,0,No,78,47,60,Yes,Medium,28,9,D,Rendah,Lebih,0,Rendah
S05281,24,Female,11,Visual,2,Yes,63,95,56,Yes,Low,8,5,A,Sangat Baik,Cukup,1,Sangat Baik
S05282,25,Female,40,Reading/Writing,2,Yes,76,54,87,No,Low,27,8,D,Sedang,Lebih,2,Sedang
S05283,29,Other,19,Visual,12,No,89,63,62,No,Low,22,7,C,Sedang,Ideal,0,Sedang
S05284,23,Male,42,Auditory,14,Yes,62,43,61,Yes,Medium,24,9,D,Rendah,Lebih,2,Rendah
S05285,21,Female,29,Visual,3,No,74,70,87,Yes,Medium,8,4,B,Sedang,Cukup,1,Baik
S05286,20,Female,35,Reading/Writing,14,Yes,66,58,62,No,High,29,6,C,Sedang,Ideal,2,Sedang
S05287,29,Male,24,Reading/Writing,17,Yes,81,80,88,Yes,Low,29,10,B,Baik,Lebih,0,Baik
S05288,29,Male,45,Visual,3,Yes,67,46,62,No,Medium,10,8,D,Rendah,Lebih,0,Rendah
S05289,25,Male,37,Auditory,16,Yes,82,67,64,Yes,High,11,5,C,Sedang,Cukup,2,Sedang
S05290,27,Male,46,Reading/Writing,19,Yes,65,94,68,Yes,Medium,13,4,A,Sangat Baik,Cukup,2,Sangat Baik
S05291,19,Female,41,Kinesthetic,19,Yes,76,47,80,Yes,Medium,22,4,D,Rendah,Cukup,2,Rendah
S05292,29,Female,10,Auditory,0,Yes,97,58,72,Yes,Medium,23,7,C,Sedang,Ideal,0,Sedang
S05293,28,Female,9,Kinesthetic,18,No,60,70,86,No,Low,18,10,B,Sedang,Lebih,0,Baik
S05294,25,Male,16,Auditory,9,Yes,72,91,64,No,Low,14,5,A,Sangat Baik,Cukup,0,Sangat Baik
S05295,21,Female,5,Kinesthetic,3,Yes,89,100,70,No,Low,28,5,A,Sangat Baik,Cukup,1,Sangat Baik
S05296,27,Female,30,Kinesthetic,3,No,65,68,58,Yes,Medium,21,6,C,Sedang,Ideal,0,Sedang
S05297,18,Male,17,Visual,1,No,93,62,60,Yes,Medium,21,8,C,Sedang,Lebih,1,Sedang
S05298,25,Male,44,Kinesthetic,1,Yes,62,53,59,Yes,Low,30,6,D,Sedang,Ideal,0,Sedang
S05299,18,Male,29,Reading/Writing,13,Yes,69,72,75,Yes,High,19,4,B,Baik,Cukup,1,Baik
S05300,24,Male,7,Auditory,8,Yes,90,98,58,Yes,Medium,6,7,A,Sangat Baik,Ideal,1,Sangat Baik
S05301,25,Female,5,Reading/Writing,8,No,76,77,50,No,Medium,10,9,B,Baik,Lebih,0,Baik
S05302,26,Female,47,Visual,15,Yes,92,69,89,No,Medium,5,8,C,Sedang,Lebih,2,Sedang
S05303,29,Female,16,Visual,15,No,68,82,72,Yes,Low,7,9,B,Baik,Lebih,0,Baik
S05304,24,Male,20,Reading/Writing,14,No,58,45,73,No,Medium,23,6,D,Rendah,Ideal,0,Rendah
S05305,23,Male,21,Auditory,1,Yes,97,89,100,No,Medium,30,8,A,Sangat Baik,Lebih,1,Sangat Baik
S05306,29,Female,41,Reading/Writing,4,Yes,73,87,69,Yes,Low,17,5,A,Sangat Baik,Cukup,0,Sangat Baik
S05307,26,Male,6,Auditory,0,Yes,63,51,73,Yes,Medium,11,8,D,Sedang,Lebih,0,Sedang
S05308,24,Male,40,Reading/Writing,16,Yes,97,48,85,Yes,Medium,5,8,D,Rendah,Lebih,2,Rendah
S05309,22,Female,26,Reading/Writing,1,No,94,84,60,Yes,Medium,16,4,B,Baik,Cukup,1,Baik
S05310,29,Male,38,Auditory,5,Yes,73,51,77,Yes,Medium,12,4,D,Sedang,Cukup,0,Sedang
S05311,26,Female,42,Visual,4,Yes,72,99,56,Yes,Low,19,5,A,Sangat Baik,Cukup,0,Sangat Baik
S05312,27,Male,41,Kinesthetic,12,No,66,51,70,Yes,Medium,3,4,D,Sedang,Cukup,0,Sedang
S05313,21,Female,24,Reading/Writing,12,Yes,71,74,79,Yes,Low,16,5,B,Baik,Cukup,1,Baik
S05314,22,Female,33,Visual,19,No,67,94,83,No,Medium,28,6,A,Sangat Baik,Ideal,2,Sangat Baik
S05315,21,Male,39,Kinesthetic,0,Yes,89,51,76,Yes,Low,3,9,D,Sedang,Lebih,2,Sedang
S05316,27,Male,12,Auditory,7,Yes,91,54,95,Yes,Medium,29,4,D,Sedang,Cukup,0,Sedang
S05317,22,Other,42,Reading/Writing,19,Yes,80,49,50,Yes,High,20,8,D,Rendah,Lebih,2,Rendah
S05318,18,Female,13,Reading/Writing,7,Yes,53,52,51,Yes,Medium,27,7,D,Sedang,Ideal,1,Sedang
S05319,21,Male,36,Reading/Writing,16,No,96,63,93,No,Medium,22,4,C,Sedang,Cukup,2,Sedang
S05320,21,Male,47,Kinesthetic,18,Yes,50,47,84,Yes,Low,30,5,D,Rendah,Cukup,2,Rendah
S05321,24,Male,29,Visual,5,No,50,90,60,Yes,Medium,12,4,A,Sangat Baik,Cukup,0,Sangat Baik
S05322,23,Male,39,Reading/Writing,10,Yes,92,52,82,Yes,Medium,5,7,D,Sedang,Ideal,2,Sedang
S05323,23,Male,20,Auditory,17,Yes,78,59,99,Yes,Medium,20,10,C,Sedang,Lebih,1,Sedang
S05324,23,Male,20,Kinesthetic,5,Yes,55,99,93,Yes,High,25,9,A,Sangat Baik,Lebih,1,Sangat Baik
S05325,24,Female,23,Kinesthetic,13,No,71,69,85,Yes,Low,15,9,C,Sedang,Lebih,0,Sedang
S05326,18,Male,44,Auditory,5,No,73,42,61,Yes,Medium,7,5,D,Rendah,Cukup,2,Rendah
S05327,28,Male,7,Kinesthetic,14,No,63,82,67,No,High,20,7,B,Baik,Ideal,0,Baik
S05328,28,Male,11,Reading/Writing,5,No,51,46,97,Yes,Medium,16,9,D,Rendah,Lebih,0,Rendah
S05329,24,Male,21,Kinesthetic,12,Yes,79,71,56,Yes,High,6,10,B,Baik,Lebih,0,Baik
S05330,18,Female,49,Kinesthetic,15,Yes,76,80,56,Yes,High,12,6,B,Baik,Ideal,2,Baik
S05331,18,Male,9,Kinesthetic,0,No,63,50,68,Yes,High,28,10,D,Rendah,Lebih,1,Sedang
S05332,19,Female,42,Auditory,9,Yes,72,85,60,Yes,Medium,12,5,A,Baik,Cukup,2,Sangat Baik
S05333,29,Other,9,Auditory,6,No,62,51,57,Yes,Medium,29,8,D,Sedang,Lebih,0,Sedang
S05334,25,Male,38,Kinesthetic,15,Yes,60,49,98,Yes,Medium,4,10,D,Rendah,Lebih,2,Rendah
S05335,19,Male,7,Visual,0,Yes,70,50,68,Yes,Low,18,8,D,Rendah,Lebih,1,Sedang
S05336,22,Female,13,Visual,17,Yes,98,53,54,Yes,Medium,26,8,D,Sedang,Lebih,1,Sedang
S05337,22,Female,27,Kinesthetic,11,Yes,78,86,100,No,Low,14,7,A,Sangat Baik,Ideal,2,Sangat Baik
S05338,18,Male,18,Reading/Writing,8,No,51,62,53,Yes,High,3,4,C,Sedang,Cukup,1,Sedang
S05339,29,Female,46,Reading/Writing,13,Yes,80,74,94,Yes,Low,20,4,B,Baik,Cukup,0,Baik
S05340,27,Female,16,Kinesthetic,12,Yes,52,66,83,No,Low,22,6,C,Sedang,Ideal,0,Sedang
S05341,18,Female,33,Reading/Writing,13,Yes,67,68,100,Yes,Low,0,6,C,Sedang,Ideal,2,Sedang
S05342,18,Female,9,Kinesthetic,6,No,52,97,61,Yes,High,27,4,A,Sangat Baik,Cukup,1,Sangat Baik
S05343,24,Female,8,Reading/Writing,9,Yes,78,68,100,Yes,Low,21,6,C,Sedang,Ideal,1,Sedang
S05344,25,Male,33,Reading/Writing,0,Yes,75,40,61,Yes,Low,25,8,D,Rendah,Lebih,0,Rendah
S05345,29,Male,19,Reading/Writing,11,Yes,73,80,51,Yes,Medium,13,9,B,Baik,Lebih,0,Baik
S05346,19,Female,6,Auditory,16,Yes,63,74,61,Yes,Medium,4,6,B,Baik,Ideal,1,Baik
S05347,21,Female,11,Reading/Writing,5,No,100,72,93,Yes,Low,30,6,B,Baik,Ideal,1,Baik
S05348,28,Male,46,Kinesthetic,3,Yes,99,95,98,Yes,Medium,1,5,A,Sangat Baik,Cukup,2,Sangat Baik
S05349,27,Female,48,Visual,11,Yes,79,45,73,Yes,Medium,6,7,D,Rendah,Ideal,2,Rendah
S05350,28,Male,26,Auditory,12,Yes,52,87,64,Yes,Low,7,4,A,Sangat Baik,Cukup,0,Sangat Baik
S05351,26,Female,5,Reading/Writing,0,Yes,72,56,59,Yes,Medium,14,6,C,Sedang,Ideal,0,Sedang
S05352,24,Male,11,Visual,18,No,58,43,91,Yes,Low,3,5,D,Rendah,Cukup,1,Rendah
S05353,23,Male,23,Auditory,17,Yes,63,74,99,No,Medium,0,4,B,Baik,Cukup,2,Baik
S05354,23,Male,24,Kinesthetic,9,Yes,65,60,58,Yes,High,29,9,C,Sedang,Lebih,0,Sedang
S05355,20,Female,16,Kinesthetic,5,Yes,96,49,98,No,Low,20,9,D,Rendah,Lebih,1,Rendah
S05356,18,Female,9,Visual,11,Yes,69,70,57,No,Low,29,6,B,Sedang,Ideal,1,Baik
S05357,28,Female,36,Visual,11,No,83,58,54,Yes,Low,9,6,C,Sedang,Ideal,0,Sedang
S05358,23,Male,20,Reading/Writing,14,Yes,65,56,93,No,Medium,5,7,C,Sedang,Ideal,1,Sedang
S05359,26,Other,27,Reading/Writing,3,No,94,64,57,No,Low,4,8,C,Sedang,Lebih,0,Sedang
S05360,28,Male,18,Reading/Writing,5,Yes,80,94,69,Yes,High,19,7,A,Sangat Baik,Ideal,0,Sangat Baik
S05361,29,Male,34,Kinesthetic,1,No,75,80,59,Yes,Medium,15,5,B,Baik,Cukup,0,Baik
S05362,25,Male,41,Auditory,10,No,79,60,86,No,Medium,23,5,C,Sedang,Cukup,2,Sedang
S05363,28,Male,27,Auditory,16,Yes,53,41,51,Yes,Medium,21,9,D,Rendah,Lebih,0,Rendah
S05364,21,Female,10,Reading/Writing,10,No,60,64,66,Yes,Medium,0,6,C,Sedang,Ideal,1,Sedang
S05365,29,Male,5,Kinesthetic,8,No,75,99,82,Yes,Medium,19,10,A,Sangat Baik,Lebih,0,Sangat Baik
S05366,26,Male,44,Reading/Writing,7,No,53,79,95,Yes,Low,19,7,B,Baik,Ideal,2,Baik
S05367,21,Male,26,Reading/Writing,0,No,72,78,50,Yes,Medium,1,9,B,Baik,Lebih,1,Baik
S05368,18,Other,16,Kinesthetic,14,Yes,60,93,97,Yes,Low,9,7,A,Sangat Baik,Ideal,1,Sangat Baik
S05369,23,Male,22,Reading/Writing,14,No,99,60,75,Yes,Medium,10,8,C,Sedang,Lebih,1,Sedang
S05370,20,Other,18,Kinesthetic,6,No,73,41,77,No,Medium,0,10,D,Rendah,Lebih,1,Rendah
S05371,29,Male,35,Auditory,14,Yes,65,51,100,No,High,3,4,D,Sedang,Cukup,0,Sedang
S05372,27,Female,25,Reading/Writing,13,No,73,94,50,Yes,Low,4,5,A,Sangat Baik,Cukup,0,Sangat Baik
S05373,20,Male,5,Visual,1,Yes,83,95,94,Yes,Medium,14,10,A,Sangat Baik,Lebih,1,Sangat Baik
S05374,27,Female,23,Visual,17,No,66,90,74,No,Medium,23,9,A,Sangat Baik,Lebih,0,Sangat Baik
S05375,24,Female,31,Kinesthetic,1,Yes,69,68,92,Yes,Medium,12,9,C,Sedang,Lebih,0,Sedang
S05376,23,Female,16,Kinesthetic,1,No,91,59,95,Yes,Medium,22,6,C,Sedang,Ideal,1,Sedang
S05377,20,Male,29,Visual,20,No,86,97,67,No,Medium,6,10,A,Sangat Baik,Lebih,2,Sangat Baik
S05378,22,Female,7,Auditory,8,Yes,64,85,88,Yes,Low,22,9,A,Baik,Lebih,1,Sangat Baik
S05379,19,Female,27,Visual,20,Yes,84,86,96,Yes,Medium,29,6,A,Sangat Baik,Ideal,2,Sangat Baik
S05380,20,Female,49,Kinesthetic,11,No,66,100,65,Yes,Medium,7,4,A,Sangat Baik,Cukup,2,Sangat Baik
S05381,25,Female,19,Reading/Writing,13,No,54,60,75,Yes,Medium,21,6,C,Sedang,Ideal,0,Sedang
S05382,21,Male,28,Reading/Writing,10,Yes,87,56,96,No,Medium,25,5,C,Sedang,Cukup,2,Sedang
S05383,18,Female,31,Kinesthetic,13,No,93,40,61,Yes,High,8,8,D,Rendah,Lebih,1,Rendah
S05384,24,Female,15,Visual,9,Yes,95,87,85,No,Medium,28,8,A,Sangat Baik,Lebih,1,Sangat Baik
S05385,23,Female,43,Visual,16,No,54,74,80,No,Low,26,6,B,Baik,Ideal,2,Baik
S05386,23,Female,31,Reading/Writing,19,Yes,62,76,92,Yes,Medium,0,6,B,Baik,Ideal,2,Baik
S05387,21,Male,15,Reading/Writing,19,Yes,92,76,81,Yes,Medium,10,4,B,Baik,Cukup,1,Baik
S05388,28,Female,8,Reading/Writing,6,No,62,66,97,No,Low,9,8,C,Sedang,Lebih,0,Sedang
S05389,20,Male,36,Auditory,13,No,51,77,81,Yes,Medium,13,8,B,Baik,Lebih,2,Baik
S05390,25,Male,38,Visual,20,Yes,70,82,56,Yes,Low,15,6,B,Baik,Ideal,2,Baik
S05391,27,Male,40,Visual,11,Yes,93,77,68,Yes,Low,8,5,B,Baik,Cukup,0,Baik
S05392,20,Female,10,Visual,8,No,91,55,78,Yes,Low,8,8,C,Sedang,Lebih,1,Sedang
S05393,22,Female,17,Reading/Writing,8,Yes,59,54,96,Yes,Medium,24,4,D,Sedang,Cukup,1,Sedang
S05394,20,Male,36,Reading/Writing,12,No,95,46,97,Yes,High,18,6,D,Rendah,Ideal,2,Rendah
S05395,28,Male,40,Kinesthetic,16,Yes,93,78,67,Yes,Low,21,4,B,Baik,Cukup,0,Baik
S05396,21,Female,7,Auditory,11,No,65,87,84,Yes,Medium,20,5,A,Sangat Baik,Cukup,1,Sangat Baik
S05397,28,Other,19,Visual,17,Yes,57,87,58,Yes,Medium,8,4,A,Sangat Baik,Cukup,0,Sangat Baik
S05398,19,Male,14,Reading/Writing,7,No,51,93,67,Yes,High,15,5,A,Sangat Baik,Cukup,1,Sangat Baik
S05399,24,Male,43,Reading/Writing,5,Yes,55,70,75,Yes,High,28,8,B,Sedang,Lebih,2,Baik
S05400,26,Male,46,Visual,2,No,96,80,86,No,Low,21,9,B,Baik,Lebih,2,Baik
S05401,22,Female,42,Reading/Writing,18,No,90,68,69,No,Medium,26,4,C,Sedang,Cukup,2,Sedang
S05402,24,Female,29,Reading/Writing,8,Yes,72,89,92,Yes,Low,22,5,A,Sangat Baik,Cukup,2,Sangat Baik
S05403,22,Male,34,Auditory,9,Yes,96,83,84,No,Medium,0,9,B,Baik,Lebih,2,Baik
S05404,22,Male,38,Kinesthetic,10,Yes,76,42,83,Yes,Medium,30,4,D,Rendah,Cukup,2,Rendah
S05405,29,Male,49,Kinesthetic,19,Yes,90,72,70,Yes,High,28,9,B,Baik,Lebih,0,Baik
S05406,26,Male,25,Visual,8,No,62,61,69,No,Low,5,7,C,Sedang,Ideal,0,Sedang
S05407,20,Female,36,Auditory,3,No,69,58,61,Yes,Low,14,9,C,Sedang,Lebih,2,Sedang
S05408,27,Female,43,Auditory,0,No,64,74,53,No,Low,30,5,B,Baik,Cukup,0,Baik
S05409,27,Male,40,Reading/Writing,19,Yes,54,45,82,No,Low,8,10,D,Rendah,Lebih,2,Rendah
S05410,26,Male,38,Auditory,13,No,52,49,97,Yes,Low,15,7,D,Rendah,Ideal,2,Rendah
S05411,18,Female,8,Visual,15,Yes,88,79,92,Yes,Low,4,4,B,Baik,Cukup,1,Baik
S05412,29,Female,13,Auditory,0,Yes,73,76,79,No,High,16,6,B,Baik,Ideal,0,Baik
S05413,28,Male,5,Visual,2,Yes,58,86,70,Yes,Medium,5,4,A,Sangat Baik,Cukup,0,Sangat Baik
S05414,23,Female,28,Auditory,9,Yes,56,93,82,Yes,Medium,9,4,A,Sangat Baik,Cukup,2,Sangat Baik
S05415,27,Male,11,Auditory,5,No,53,69,52,Yes,Low,8,7,C,Sedang,Ideal,0,Sedang
S05416,25,Female,43,Visual,4,Yes,73,64,77,No,Low,7,7,C,Sedang,Ideal,2,Sedang
S05417,23,Female,35,Kinesthetic,0,Yes,75,72,65,Yes,Low,17,9,B,Baik,Lebih,2,Baik
S05418,21,Female,34,Auditory,9,Yes,92,68,92,No,Low,22,9,C,Sedang,Lebih,2,Sedang
S05419,24,Female,28,Reading/Writing,13,No,71,52,52,Yes,Medium,6,10,D,Sedang,Lebih,0,Sedang
S05420,29,Female,29,Reading/Writing,12,Yes,53,47,74,No,Medium,0,5,D,Rendah,Cukup,0,Rendah
S05421,18,Male,13,Visual,13,No,86,66,62,No,Medium,4,6,C,Sedang,Ideal,1,Sedang
S05422,27,Male,17,Reading/Writing,16,Yes,99,74,99,Yes,Medium,20,7,B,Baik,Ideal,0,Baik
S05423,26,Female,11,Auditory,19,Yes,80,72,98,Yes,Medium,28,5,B,Baik,Cukup,0,Baik
S05424,20,Female,27,Reading/Writing,1,Yes,80,62,97,Yes,Low,9,6,C,Sedang,Ideal,1,Sedang
S05425,22,Male,14,Auditory,10,Yes,77,44,52,No,Medium,9,9,D,Rendah,Lebih,1,Rendah
S05426,21,Male,32,Reading/Writing,17,No,68,52,59,Yes,Low,29,7,D,Sedang,Ideal,2,Sedang
S05427,27,Male,22,Auditory,20,No,50,87,72,No,Low,28,10,A,Sangat Baik,Lebih,0,Sangat Baik
S05428,24,Female,41,Kinesthetic,2,Yes,52,84,84,No,Medium,9,10,B,Baik,Lebih,2,Baik
S05429,24,Female,16,Visual,17,Yes,61,60,68,Yes,Medium,19,6,C,Sedang,Ideal,1,Sedang
S05430,27,Female,18,Reading/Writing,8,No,70,95,77,No,Medium,6,4,A,Sangat Baik,Cukup,0,Sangat Baik
S05431,27,Female,35,Kinesthetic,19,Yes,89,61,75,Yes,Medium,17,5,C,Sedang,Cukup,0,Sedang
S05432,18,Male,18,Kinesthetic,12,No,85,51,95,No,Medium,18,4,D,Sedang,Cukup,1,Sedang
S05433,23,Female,41,Auditory,11,Yes,60,73,53,No,High,17,7,B,Baik,Ideal,2,Baik
S05434,20,Male,13,Auditory,14,No,70,61,51,Yes,Medium,4,5,C,Sedang,Cukup,1,Sedang
S05435,29,Male,7,Auditory,6,No,57,51,88,Yes,Medium,19,7,D,Sedang,Ideal,0,Sedang
S05436,27,Female,36,Kinesthetic,5,Yes,88,67,58,Yes,Low,21,8,C,Sedang,Lebih,0,Sedang
S05437,20,Female,6,Auditory,4,No,97,60,81,Yes,Medium,14,9,C,Sedang,Lebih,1,Sedang
S05438,20,Female,40,Auditory,14,No,70,64,87,Yes,Low,22,9,C,Sedang,Lebih,2,Sedang
S05439,19,Male,16,Auditory,9,No,59,51,96,Yes,Medium,11,8,D,Sedang,Lebih,1,Sedang
S05440,19,Female,33,Auditory,12,No,75,66,82,Yes,High,27,9,C,Sedang,Lebih,2,Sedang
S05441,20,Male,33,Kinesthetic,6,No,84,66,52,Yes,Low,9,7,C,Sedang,Ideal,2,Sedang
S05442,21,Male,37,Reading/Writing,9,Yes,96,91,92,Yes,High,16,7,A,Sangat Baik,Ideal,2,Sangat Baik
S05443,25,Female,43,Kinesthetic,9,Yes,66,59,83,Yes,Medium,0,5,C,Sedang,Cukup,2,Sedang
S05444,20,Female,21,Kinesthetic,6,No,63,88,73,No,Medium,20,4,A,Sangat Baik,Cukup,1,Sangat Baik
S05445,20,Male,15,Visual,7,No,72,68,63,Yes,Medium,6,10,C,Sedang,Lebih,1,Sedang
S05446,29,Male,45,Kinesthetic,0,Yes,74,91,55,No,Low,21,10,A,Sangat Baik,Lebih,0,Sangat Baik
S05447,28,Female,32,Kinesthetic,6,Yes,92,72,72,Yes,High,28,10,B,Baik,Lebih,0,Baik
S05448,26,Female,44,Visual,16,Yes,57,61,94,Yes,Medium,29,9,C,Sedang,Lebih,2,Sedang
S05449,23,Male,43,Kinesthetic,6,Yes,58,61,63,Yes,Low,28,7,C,Sedang,Ideal,2,Sedang
S05450,24,Male,35,Reading/Writing,15,No,96,97,98,Yes,Medium,29,4,A,Sangat Baik,Cukup,2,Sangat Baik
S05451,21,Female,20,Reading/Writing,2,Yes,72,43,67,Yes,High,7,9,D,Rendah,Lebih,1,Rendah
S05452,18,Female,12,Reading/Writing,0,No,82,42,66,Yes,High,16,6,D,Rendah,Ideal,1,Rendah
S05453,18,Female,28,Visual,4,Yes,71,52,79,Yes,Low,2,5,D,Sedang,Cukup,1,Sedang
S05454,25,Female,49,Auditory,9,Yes,71,54,96,Yes,Low,18,5,D,Sedang,Cukup,2,Sedang
S05455,23,Male,35,Reading/Writing,5,No,92,74,63,Yes,Medium,4,7,B,Baik,Ideal,2,Baik
S05456,21,Female,28,Reading/Writing,18,Yes,77,46,70,Yes,Medium,1,9,D,Rendah,Lebih,2,Rendah
S05457,25,Female,28,Kinesthetic,8,Yes,56,77,76,Yes,Medium,26,7,B,Baik,Ideal,0,Baik
S05458,24,Other,21,Visual,15,Yes,70,71,94,Yes,Medium,29,7,B,Baik,Ideal,0,Baik
S05459,18,Male,49,Auditory,14,Yes,84,55,94,Yes,Medium,5,7,C,Sedang,Ideal,2,Sedang
S05460,24,Male,11,Auditory,12,Yes,65,81,59,Yes,Medium,11,5,B,Baik,Cukup,1,Baik
S05461,29,Male,29,Auditory,8,Yes,64,90,60,No,Medium,27,10,A,Sangat Baik,Lebih,0,Sangat Baik
S05462,22,Other,47,Kinesthetic,9,No,56,53,55,No,Low,16,9,D,Sedang,Lebih,2,Sedang
S05463,24,Female,42,Kinesthetic,10,No,99,68,91,Yes,High,15,4,C,Sedang,Cukup,2,Sedang
S05464,23,Female,38,Reading/Writing,4,Yes,60,70,55,No,Medium,0,4,B,Sedang,Cukup,2,Baik
S05465,24,Male,30,Auditory,7,Yes,65,77,67,No,Medium,30,10,B,Baik,Lebih,0,Baik
S05466,19,Male,49,Visual,2,No,82,96,53,Yes,Medium,10,5,A,Sangat Baik,Cukup,2,Sangat Baik
S05467,29,Female,46,Kinesthetic,15,Yes,52,99,53,No,Medium,13,7,A,Sangat Baik,Ideal,0,Sangat Baik
S05468,19,Female,48,Visual,0,Yes,90,49,78,Yes,Medium,21,10,D,Rendah,Lebih,2,Rendah
S05469,22,Male,35,Kinesthetic,13,Yes,63,68,89,No,Medium,29,8,C,Sedang,Lebih,2,Sedang
S05470,19,Male,29,Reading/Writing,11,Yes,91,66,67,Yes,Medium,13,5,C,Sedang,Cukup,1,Sedang
S05471,22,Female,16,Kinesthetic,18,No,99,68,85,No,Medium,20,7,C,Sedang,Ideal,1,Sedang
S05472,27,Female,35,Reading/Writing,4,No,88,49,61,No,Medium,15,5,D,Rendah,Cukup,0,Rendah
S05473,24,Male,20,Reading/Writing,15,Yes,61,49,51,Yes,Medium,17,10,D,Rendah,Lebih,0,Rendah
S05474,24,Other,32,Auditory,14,No,85,70,70,Yes,Medium,24,8,B,Sedang,Lebih,2,Baik
S05475,18,Female,29,Auditory,15,No,94,79,89,Yes,Low,14,10,B,Baik,Lebih,2,Baik
S05476,21,Female,45,Kinesthetic,4,Yes,57,54,93,Yes,High,0,4,D,Sedang,Cukup,2,Sedang
S05477,25,Male,23,Kinesthetic,11,No,91,91,88,Yes,High,7,6,A,Sangat Baik,Ideal,0,Sangat Baik
S05478,18,Female,8,Auditory,4,No,54,72,55,Yes,Medium,1,9,B,Baik,Lebih,1,Baik
S05479,20,Male,28,Auditory,20,Yes,89,94,68,Yes,Medium,24,6,A,Sangat Baik,Ideal,2,Sangat Baik
S05480,26,Female,43,Kinesthetic,18,No,73,70,72,No,High,7,6,B,Sedang,Ideal,2,Baik
S05481,29,Female,12,Visual,16,No,88,42,58,Yes,Medium,20,8,D,Rendah,Lebih,0,Rendah
S05482,23,Female,37,Auditory,0,Yes,56,96,73,Yes,High,16,7,A,Sangat Baik,Ideal,2,Sangat Baik
S05483,20,Female,26,Visual,18,No,65,58,88,Yes,Low,4,4,C,Sedang,Cukup,1,Sedang
S05484,28,Female,34,Kinesthetic,3,Yes,84,44,67,Yes,High,8,5,D,Rendah,Cukup,0,Rendah
S05485,18,Male,13,Reading/Writing,20,No,67,44,53,No,Medium,21,5,D,Rendah,Cukup,1,Rendah
S05486,26,Male,13,Auditory,19,Yes,77,52,67,Yes,Low,24,6,D,Sedang,Ideal,0,Sedang
S05487,28,Male,27,Visual,18,No,70,88,54,No,Medium,25,5,A,Sangat Baik,Cukup,0,Sangat Baik
S05488,18,Male,34,Kinesthetic,11,Yes,100,64,58,Yes,Low,2,7,C,Sedang,Ideal,2,Sedang
S05489,18,Male,44,Auditory,13,No,87,86,88,Yes,Low,5,9,A,Sangat Baik,Lebih,2,Sangat Baik
S05490,22,Female,40,Kinesthetic,9,No,68,42,74,Yes,High,6,5,D,Rendah,Cukup,2,Rendah
S05491,21,Male,34,Kinesthetic,9,Yes,71,64,74,Yes,Low,0,9,C,Sedang,Lebih,2,Sedang
S05492,21,Other,17,Visual,19,No,65,74,88,Yes,Medium,7,8,B,Baik,Lebih,1,Baik
S05493,21,Female,41,Auditory,3,No,99,77,74,Yes,Medium,10,7,B,Baik,Ideal,2,Baik
S05494,22,Male,29,Kinesthetic,18,No,59,46,57,No,High,8,5,D,Rendah,Cukup,2,Rendah
S05495,20,Female,48,Reading/Writing,11,No,72,67,78,Yes,Medium,5,8,C,Sedang,Lebih,2,Sedang
